UserID,City,State,Country,ZipCode,DegreeType,Major,GraduationDate,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany,MajorCategoryID
639916,Brookfield,IL,US,60513,Master's,Electrical Engineering,2010-03-01 00:00:00,3,5.0,Yes,Yes,2,179.0
641244,Rantoul,IL,US,61866,Bachelor's,Business Administration,2006-02-01 00:00:00,5,22.0,No,Yes,15,80.0
647570,Machesney Park,IL,US,61115,Associate's,Nursing,2008-01-01 00:00:00,3,4.0,Yes,No,0,130.0
647629,Lakemoor,IL,US,60051,Bachelor's,Mechanical Engineering,2011-12-01 00:00:00,4,4.0,Yes,Yes,50,148.0
647846,Chicago,IL,US,60629,,,,5,15.0,Yes,Yes,24,
650506,Aurora,IL,US,60506,,,2012-04-01 00:00:00,5,14.0,Yes,No,0,
650649,O Fallon,IL,US,62269,Bachelor's,nursing,1987-01-01 00:00:00,4,17.0,,No,0,130.0
651487,Elk Grove Village,IL,US,60007,Master's,Information Management Sciences & Systems,1999-01-01 00:00:00,1,21.0,No,No,0,134.0
651580,Bloomington,IL,US,61704,Bachelor's,Health Administration,2011-01-01 00:00:00,5,13.0,Yes,No,0,63.0
651920,Chicago,IL,US,60622,,Interior Design,2009-12-01 00:00:00,3,4.0,Yes,Yes,6,81.0
652275,Arlington Heights,IL,US,60005,,,2007-01-01 00:00:00,4,13.0,Yes,No,0,
653945,Chicago,IL,US,60614,Associate's,,2003-05-01 00:00:00,4,19.0,,No,0,
654123,Chicago,IL,US,60629,High School,,2003-06-01 00:00:00,4,7.0,No,Yes,40,
654983,Markham,IL,US,60428,Master's,,2010-01-01 00:00:00,6,10.0,No,No,0,
656344,Glendale Heights,IL,US,60139,High School,Not Applicable,2008-05-01 00:00:00,4,6.0,Yes,No,0,0.0
656437,Bartlett,IL,US,60103,,Business Development,,7,12.0,No,Yes,20,58.0
656521,Libertyville,IL,US,60048,Bachelor's,Business,2009-12-01 00:00:00,9,6.0,Yes,No,0,21.0
656836,Dolton,IL,US,60419,High School,"Education, General",1991-06-01 00:00:00,10,16.0,Yes,Yes,12,131.0
657253,Harvey,IL,US,60426,,General Studies,1988-06-01 00:00:00,4,12.0,No,No,0,117.0
658081,Elmwood Park,IL,US,60707,,General Welding,1988-06-01 00:00:00,6,19.0,No,No,0,35.0
659537,Lisle,IL,US,60532,High School,general,2004-06-01 00:00:00,5,7.0,Yes,Yes,3,35.0
661411,East Saint Louis,IL,US,62205,,,,4,5.0,No,No,0,
663290,Aurora,IL,US,60505,Bachelor's,Business Administration and Computer Science,2005-01-01 00:00:00,4,18.0,Yes,Yes,300,80.0
664575,Naperville,IL,US,60564,Bachelor's,"Business, and Human Resources",2014-01-01 00:00:00,8,25.0,Yes,Yes,8,49.0
666204,Chicago,IL,US,60651,High School,Business,2003-06-01 00:00:00,2,5.0,No,No,0,21.0
666327,Schaumburg,IL,US,60193,Bachelor's,Accounting,1996-08-01 00:00:00,4,15.0,Yes,Yes,2,44.0
667237,Des Plaines,IL,US,60016,Master's,,2003-05-01 00:00:00,4,15.0,No,Yes,5,
669226,Bourbonnais,IL,US,60914,High School,Not Applicable,2006-01-01 00:00:00,3,8.0,Yes,No,0,0.0
672974,Calumet City,IL,US,60409,Associate's,Business Administration,,9,14.0,Yes,No,0,80.0
673446,Willow Springs,IL,US,60480,Master's,Community and Economic Development,2012-12-01 00:00:00,4,6.0,Yes,No,0,58.0
675261,Oswego,IL,US,60543,Bachelor's,Finance and Business and Commerce,2011-12-01 00:00:00,3,5.0,Yes,No,0,79.0
675317,Chicago,IL,US,60620,High School,,2008-01-01 00:00:00,3,3.0,No,No,0,
675626,Glenwood,IL,US,60425,,Mechanical Engineering Program,1978-01-01 00:00:00,7,34.0,Yes,Yes,15,148.0
675750,Aurora,IL,US,60503,,Business Administration,,8,12.0,Yes,Yes,5,80.0
677001,Maywood,IL,US,60153,,Business Administration,2012-04-01 00:00:00,7,9.0,Yes,No,0,80.0
677004,Champaign,IL,US,61821,Bachelor's,Elementary Education,2000-01-01 00:00:00,5,9.0,No,Yes,30,131.0
677531,Chicago,IL,US,60644,,,,6,13.0,Yes,No,0,
677907,Oswego,IL,US,60543,Bachelor's,Psychology,2012-05-01 00:00:00,4,5.0,Yes,No,0,173.0
678566,Dolton,IL,US,60419,Associate's,Secretarial,1999-05-01 00:00:00,4,13.0,Yes,Yes,200,0.0
678848,Romeoville,IL,US,60446,,Medical Assistant,2005-01-01 00:00:00,3,5.0,No,No,0,30.0
678922,Berwyn,IL,US,60402,,,,3,12.0,Yes,No,0,
680545,Chicago Heights,IL,US,60411,,Automotive Technology,2010-09-01 00:00:00,3,3.0,Yes,No,0,116.0
683881,Frankfort,IL,US,60423,Associate's,"System, Networking, and LAN/WAN Management/Manager",2003-08-01 00:00:00,6,14.0,,Yes,8,17.0
684118,Chicago,IL,US,60656,Bachelor's,Business Administration,2007-03-01 00:00:00,2,12.0,No,Yes,12,80.0
684354,Plainfield,IL,US,60585,,,,2,11.0,No,No,0,
684489,Wheeling,IL,US,60090,Bachelor's,Classical Studies,2007-08-01 00:00:00,3,4.0,Yes,No,0,117.0
684738,Chicago,IL,US,60655,Master's,Clinical Social Work,2000-01-01 00:00:00,2,12.0,Yes,Yes,12,141.0
690073,Chicago,IL,US,60623,,Medical,2008-10-01 00:00:00,3,5.0,Yes,Yes,7,30.0
691996,Aurora,IL,US,60504,High School,"Business Administration and Management, General",1999-01-01 00:00:00,4,10.0,No,No,0,80.0
692447,Chicago,IL,US,60620,High School,Business Administration,2005-06-01 00:00:00,3,5.0,,No,0,80.0
692734,Chicago,IL,US,60645,Bachelor's,Nonprofit Management,2011-01-01 00:00:00,6,12.0,Yes,No,0,17.0
693181,Orland Park,IL,US,60462,Bachelor's,Communication,2008-07-01 00:00:00,3,7.0,Yes,No,0,194.0
694279,Bensenville,IL,US,60106,,this area through hands-on training,1975-01-01 00:00:00,1,11.0,No,Yes,1,182.0
694419,Chicago,IL,US,60653,High School,colege prep,1999-06-01 00:00:00,6,9.0,No,Yes,30,85.0
694601,New Lenox,IL,US,60451,High School,Not Applicable,,3,28.0,Yes,Yes,15,0.0
695723,Tinley Park,IL,US,60487,Bachelor's,Health Administration,2012-01-01 00:00:00,5,25.0,Yes,Yes,10,63.0
695953,Saint Charles,IL,US,60174,Bachelor's,Early Childhood Education,2010-01-01 00:00:00,10,13.0,No,No,0,131.0
696436,Chicago,IL,US,60613,Master's,Web Development,2012-04-01 00:00:00,4,16.0,Yes,Yes,5,166.0
697743,Chicago,IL,US,60646,Bachelor's,Merchandising Management,,4,12.0,Yes,No,0,17.0
699847,Chicago,IL,US,60629,,,,1,26.0,,No,0,
699974,Chicago,IL,US,60607,Bachelor's,Communications,2005-01-01 00:00:00,5,5.0,Yes,Yes,10,124.0
701219,Aurora,IL,US,605063,Master's,Political Science and Social Institutions,2008-08-01 00:00:00,6,11.0,Yes,No,0,98.0
701273,Atlanta,IL,US,61723,Bachelor's,Political Science,2011-05-01 00:00:00,1,4.0,No,Yes,40,98.0
701378,Chebanse,IL,US,60922,,,,5,24.0,,No,0,
701525,Chicago,IL,US,60618,Bachelor's,Business Administration,2010-06-01 00:00:00,3,13.0,Yes,No,0,80.0
702465,Frankfort,IL,US,60423,,,1972-06-01 00:00:00,7,37.0,,No,0,
703600,Saint Charles,IL,US,60174,Vocational,"Lean Manufacturing, Cellular Manufacturing, Job Shop Supervision",2001-06-01 00:00:00,4,32.0,Yes,Yes,40,129.0
704759,Evanston,IL,US,60203,,,1993-06-01 00:00:00,5,27.0,No,Yes,58,
705484,Calumet City,IL,US,60409,Bachelor's,"Elementary Education, Business Administration",2012-05-01 00:00:00,5,9.0,Yes,Yes,4,131.0
705548,Aurora,IL,US,60505,Associate's,Business Administration,2008-06-01 00:00:00,7,9.0,,No,0,80.0
706141,Addison,IL,US,60101,Master's,Materials Science and Engineering,2011-03-01 00:00:00,3,4.0,,No,0,98.0
706495,Chicago,IL,US,60654,PhD,,2010-05-01 00:00:00,5,8.0,No,No,0,
706860,Brookfield,IL,US,60513,High School,Not Applicable,,6,36.0,Yes,No,0,0.0
710181,Indian Head Park,IL,US,60525,Bachelor's,Marketing/Business Administration,1992-01-01 00:00:00,7,20.0,No,No,0,80.0
711923,Chicago,IL,US,60619,High School,Not Applicable,1992-01-01 00:00:00,4,14.0,Yes,No,0,0.0
712650,West Chicago,IL,US,60185,Bachelor's,Business Management,,4,13.0,No,No,0,21.0
712652,Decatur,IL,US,62521,Bachelor's,Marketing,2004-01-01 00:00:00,7,12.0,,No,0,23.0
713116,Schaumburg,IL,US,60173,Bachelor's,Public Relations,,4,3.0,Yes,No,0,127.0
714655,Chicago,IL,US,60613,Bachelor's,Applied Behavioral Sciences,,5,20.0,No,No,0,0.0
714704,Grayslake,IL,US,60030,Bachelor's,Political Science,2006-05-01 00:00:00,3,3.0,Yes,Yes,4,98.0
715797,Blue Island,IL,US,60406,,Management Association of Illinois,2000-01-01 00:00:00,1,8.0,No,Yes,65,17.0
716486,West Dundee,IL,US,60118,High School,Not Applicable,,3,13.0,No,No,0,0.0
717351,Dolton,IL,US,60419,High School,Not Applicable,2010-05-01 00:00:00,4,7.0,,No,0,0.0
717644,Chicago,IL,US,60637,High School,Not Applicable,2000-01-01 00:00:00,1,12.0,Yes,No,0,0.0
718452,Downers Grove,IL,US,60516,High School,,1975-05-01 00:00:00,3,7.0,Yes,No,0,
718616,Wadsworth,IL,US,60083,High School,General Education,2003-01-01 00:00:00,6,5.0,No,Yes,4,131.0
719569,Centralia,IL,US,62801,,MANAGEMENT,1992-01-01 00:00:00,6,13.0,Yes,Yes,15,17.0
719838,Joliet,IL,US,60433,Associate's,Business Administration. President,2010-03-01 00:00:00,10,17.0,Yes,No,0,80.0
719867,Alsip,IL,US,60803,Bachelor's,Human and Educational Services,2010-05-01 00:00:00,5,11.0,Yes,No,0,42.0
720665,Lansing,IL,US,60438,Bachelor's,Sociology,,4,17.0,No,No,0,0.0
720863,Chicago,IL,US,60644,,Highschool,2006-06-01 00:00:00,2,5.0,Yes,No,0,0.0
721333,Chicago,IL,US,60628,,General,2005-01-01 00:00:00,6,7.0,Yes,No,0,35.0
723859,Aurora,IL,US,60504,Bachelor's,Elementary Education,2006-12-01 00:00:00,10,6.0,Yes,No,0,131.0
725200,Chicago,IL,US,60611-3235,Bachelor's,Marketing & Business Management,2018-01-01 00:00:00,5,28.0,Yes,Yes,135,21.0
725439,Park Forest,IL,US,60466,Vocational,Automotive,1985-01-01 00:00:00,4,36.0,No,Yes,47,116.0
727646,Elburn,IL,US,60119,Bachelor's,Project Management,,5,12.0,No,No,0,27.0
727816,Geneva,IL,US,60134,,Business Management,,4,21.0,No,No,0,21.0
729658,Shabbona,IL,US,60550,Bachelor's,Anthropology,2010-01-01 00:00:00,7,10.0,Yes,No,0,0.0
729810,Chicago,IL,US,60628,Master's,Administration of Justice and Security,2011-12-01 00:00:00,9,8.0,,No,0,80.0
729901,Roselle,IL,US,60172,High School,General Studies,2000-06-01 00:00:00,8,13.0,Yes,Yes,5,117.0
732386,Carpentersville,IL,US,60110,Bachelor's,Aviation Administration,2011-05-01 00:00:00,1,4.0,Yes,No,0,80.0
735180,Chicago,IL,US,60629,High School,,2005-06-01 00:00:00,3,5.0,No,No,0,
735589,Chicago,IL,US,60618,Associate's,Data Processing,,5,30.0,Yes,No,0,162.0
739496,Sleepy Hollow,IL,US,60118,,Medical Billing & Coding,2012-06-01 00:00:00,4,22.0,Yes,No,0,126.0
740156,Plainfield,IL,US,60586,High School,,2010-06-01 00:00:00,4,2.0,No,No,0,
745050,Homer Glen,IL,US,60491,Bachelor's,Biology and Asian Studies,2010-05-01 00:00:00,3,5.0,Yes,No,0,117.0
747799,Chicago,IL,US,60625,,Education,,4,8.0,No,No,0,131.0
748172,Chicago,IL,US,60643,Associate's,Computer Science,2013-01-01 00:00:00,2,5.0,No,Yes,4,98.0
749071,Elgin,IL,US,60123,Bachelor's,Social Work,2010-12-01 00:00:00,4,17.0,,No,0,141.0
749559,Dwight,IL,US,60420,Bachelor's,Merchandising,1995-01-01 00:00:00,5,14.0,Yes,No,0,17.0
750550,Chicago,IL,US,60655,Bachelor's,Business Management,,2,7.0,Yes,No,0,21.0
751779,Palatine,IL,US,60067,Associate's,Paralegal Studies,2007-05-01 00:00:00,4,17.0,No,No,0,117.0
751846,Forsyth,IL,US,62535,,business administration,,7,52.0,,No,0,80.0
753983,Aurora,IL,US,60506,,,,4,4.0,No,Yes,8,
756218,Chicago,IL,US,60612,High School,Not Applicable,2011-06-01 00:00:00,3,6.0,Yes,No,0,0.0
757438,Chicago,IL,US,60616,High School,Not Applicable,2008-01-01 00:00:00,1,3.0,No,No,0,0.0
758636,Bloomingdale,IL,US,60108,High School,Not Applicable,1991-06-01 00:00:00,5,14.0,Yes,No,0,0.0
760248,Aurora,IL,US,60506,High School,math,1989-06-01 00:00:00,5,14.0,No,No,0,0.0
760457,Joliet,IL,US,60435,Associate's,Criminal Justice,,8,12.0,Yes,No,0,111.0
761592,Libertyville,IL,US,60048,Master's,"Business Administration and Management, General",2014-06-01 00:00:00,5,17.0,Yes,Yes,32,80.0
763343,Chicago,IL,US,60651,High School,Not Applicable,,7,17.0,No,No,0,0.0
763389,Chicago,IL,US,60626,Bachelor's,Business Administration,2002-10-01 00:00:00,4,12.0,Yes,No,0,80.0
765235,Chicago,IL,US,60637,,,1995-06-01 00:00:00,3,13.0,,No,0,
768067,Chicago,IL,US,60634,,,,4,8.0,No,No,0,
769132,Brookfield,IL,US,60513,Bachelor's,Mechanical Engineering,2009-05-01 00:00:00,4,5.0,Yes,No,0,148.0
769281,Chicago,IL,US,60611,Bachelor's,Additional Areas of Expertise,2002-05-01 00:00:00,4,10.0,No,No,0,0.0
769530,Wood Dale,IL,US,60191,High School,Not Applicable,2004-01-01 00:00:00,2,3.0,No,No,0,0.0
771416,Decatur,IL,US,62522,High School,Not Applicable,1980-05-01 00:00:00,6,26.0,No,No,0,0.0
771508,Chicago,IL,US,60609,High School,,2006-01-01 00:00:00,4,5.0,No,No,0,
772931,Belleville,IL,US,62223,Associate's,Culinary Arts,2010-12-01 00:00:00,10,8.0,No,Yes,6,111.0
775851,Round Lake Beach,IL,US,60073,Associate's,Criminal Justice,,3,12.0,Yes,No,0,111.0
776050,Chicago,IL,US,60621,Vocational,CUSTODIAL MAINTENANCE,2008-04-01 00:00:00,5,17.0,No,Yes,6,37.0
776382,Chicago,IL,US,60649,,Nursing,2012-05-01 00:00:00,3,11.0,Yes,No,0,130.0
777480,North Chicago,IL,US,60064,High School,,1989-05-01 00:00:00,5,7.0,No,No,0,
778832,Chicago,IL,US,60643,Bachelor's,Nursing,2012-04-01 00:00:00,4,7.0,Yes,No,0,130.0
780425,Matteson,IL,US,60443,Bachelor's,Management,,6,24.0,,No,0,17.0
781133,Chicago,IL,US,60638,High School,Not Applicable,1984-01-01 00:00:00,10,22.0,,No,0,0.0
781821,Riverdale,IL,US,60827,,General,,5,10.0,No,Yes,200,35.0
781898,Chicago,IL,US,60620,Associate's,Public Relations,2005-05-01 00:00:00,1,1.0,Yes,Yes,4,127.0
782091,Granite City,IL,US,62040,Vocational,Medical/Clinical Assistant,2004-03-01 00:00:00,4,12.0,Yes,Yes,15,99.0
782119,Dolton,IL,US,60419,,,,7,16.0,No,No,0,
782735,Carlock,IL,US,61725,Associate's,Business,2012-06-01 00:00:00,3,3.0,No,Yes,5,21.0
784207,Plainfield,IL,US,60544,High School,Not Applicable,2009-06-01 00:00:00,2,2.0,No,No,0,0.0
788080,Bedford Park,IL,US,60501,Associate's,Medical Billing Certification,2011-12-01 00:00:00,2,4.0,No,No,0,126.0
789214,Glendale Heights,IL,US,60139,Associate's,Business,2012-01-01 00:00:00,3,7.0,No,No,0,21.0
792360,Washington Park,IL,US,62204,High School,Basic,2010-04-01 00:00:00,1,2.0,No,No,0,0.0
792809,Willow Springs,IL,US,60480,High School,General Studies,1993-06-01 00:00:00,1,12.0,No,No,0,117.0
793117,Maple Park,IL,US,60151,,,,8,31.0,No,No,0,
794097,Chicago,IL,US,60616,,Global Economics and Modern Languages,2012-08-01 00:00:00,3,11.0,No,Yes,20,157.0
798048,Naperville,IL,US,60563,Associate's,Paralegal Studies,2012-04-01 00:00:00,6,14.0,Yes,No,0,117.0
799645,North Aurora,IL,US,60542,,Accounting,,6,22.0,Yes,Yes,7,44.0
802825,Chicago,IL,US,60610,High School,Communication,1978-06-01 00:00:00,6,32.0,No,Yes,4,194.0
803212,Chicago,IL,US,60630,,,,6,35.0,No,No,0,
804778,Country Club Hills,IL,US,60478,Bachelor's,Sociology,2007-12-01 00:00:00,5,12.0,Yes,No,0,0.0
804934,Darien,IL,US,60561,Bachelor's,Mass Communications,1995-03-01 00:00:00,5,19.0,Yes,Yes,10,124.0
805795,Bloomington,IL,US,61701,Associate's,"Nursing/Registered Nurse (RN, ASN, BSN, MSN)",2008-05-01 00:00:00,7,5.0,,No,0,39.0
807018,Glencoe,IL,US,60022,PhD,Bioengineering,,2,9.0,Yes,No,0,0.0
808991,Country Club Hills,IL,US,60478,High School,Not Applicable,2006-06-01 00:00:00,1,1.0,No,No,0,0.0
809026,Chicago,IL,US,60620,Vocational,"Transportation and Materials Moving, Other",2002-01-01 00:00:00,3,5.0,No,No,0,198.0
812996,Fox Lake,IL,US,60020,Associate's,Business Management,,6,25.0,Yes,Yes,10,21.0
813974,Joliet,IL,US,60431,,,2002-05-01 00:00:00,3,7.0,,No,0,
814304,Mount Carmel,IL,US,62863,,Diesel Equipment Technology,2011-05-01 00:00:00,4,7.0,Yes,No,0,128.0
816186,Chicago,IL,US,60639,,,,2,11.0,No,No,0,
816596,O Fallon,IL,US,62269,,,,3,30.0,Yes,No,0,
816625,Berwyn,IL,US,60402,Associate's,Management,,7,23.0,No,Yes,25,17.0
816886,Cahokia,IL,US,62206,High School,Not Applicable,2002-05-01 00:00:00,9,8.0,No,No,0,0.0
817406,Streamwood,IL,US,60107,,,,2,17.0,Yes,No,0,
818968,Lake in the Hills,IL,US,60156,,research,,7,17.0,No,Yes,6,112.0
821060,Chicago,IL,US,60618,Associate's,,2011-06-01 00:00:00,4,6.0,No,No,0,
821323,Huntley,IL,US,60142,,,2007-01-01 00:00:00,2,23.0,No,No,0,
821526,Alsip,IL,US,60803,,,2001-01-01 00:00:00,4,9.0,No,No,0,
822187,Arlington Heights,IL,US,60004,,Medical Administration,2006-06-01 00:00:00,4,7.0,Yes,No,0,80.0
823725,Chicago,IL,US,60629,Bachelor's,Business Administration,2000-06-01 00:00:00,1,11.0,No,No,0,80.0
827069,Chicago Ridge,IL,US,60415,Associate's,,1984-01-01 00:00:00,4,27.0,No,No,0,
827257,Chicago,IL,US,60647,Bachelor's,Finance,2012-12-01 00:00:00,2,6.0,Yes,No,0,79.0
827323,Granite City,IL,US,62040,,Entrepreneurial Economics and Management & Organizational Leadership,2009-05-01 00:00:00,6,9.0,Yes,Yes,4,17.0
829423,Berkeley,IL,US,60163,,,,7,17.0,Yes,Yes,6,
829429,Chicago,IL,US,60628,Associate's,Arts,1999-05-01 00:00:00,5,10.0,No,Yes,12,111.0
829605,Buffalo Grove,IL,US,60089,Master's,Masters of Traditional Architecture and Urbanism,2012-04-01 00:00:00,3,5.0,No,Yes,30,0.0
830072,Homewood,IL,US,60430,Master's,Business Administration-Accounting,2010-01-01 00:00:00,7,18.0,Yes,Yes,10,80.0
830560,Grayslake,IL,US,60030,Bachelor's,Accounting,2001-01-01 00:00:00,3,11.0,Yes,No,0,44.0
831012,Chicago,IL,US,60601,,,,4,17.0,Yes,No,0,
831862,Calumet Park,IL,US,60827,Master's,Health Science,2011-05-01 00:00:00,6,10.0,Yes,No,0,98.0
832131,Gurnee,IL,US,60031,Bachelor's,Chemical Engineering,2008-05-01 00:00:00,4,4.0,Yes,Yes,6,170.0
832858,North Chicago,IL,US,60064,High School,Not Applicable,2011-05-01 00:00:00,3,2.0,No,No,0,0.0
833068,Alsip,IL,US,60803,Associate's,Science,2010-08-01 00:00:00,6,11.0,Yes,Yes,25,98.0
833771,Chicago,IL,US,60651,Master's,Social Work,2013-05-01 00:00:00,7,13.0,Yes,Yes,30,141.0
834308,Chicago,IL,US,60601,Bachelor's,Business Management- Robert Morris,2008-01-01 00:00:00,4,14.0,No,No,0,21.0
836082,Aurora,IL,US,60505,,,,0,,No,No,0,
838981,Chicago,IL,US,60613,Master's,Business Administration,2004-01-01 00:00:00,5,7.0,Yes,No,0,80.0
840472,Springfield,IL,US,62702,Master's,Business Management,2013-01-01 00:00:00,4,13.0,,No,0,21.0
841864,Downers Grove,IL,US,60516,High School,Not Applicable,1997-05-01 00:00:00,8,13.0,Yes,Yes,8,0.0
842130,Plainfield,IL,US,60544,Bachelor's,Supply Chain Operations and Information Systems Management,2008-08-01 00:00:00,6,13.0,,No,0,181.0
842134,Romeoville,IL,US,60446,High School,General Education,1982-06-01 00:00:00,4,15.0,Yes,No,0,131.0
842225,Mokena,IL,US,60448,High School,Not Applicable,1998-05-01 00:00:00,4,8.0,No,Yes,26,0.0
844702,Harvey,IL,US,60426,Associate's,Criminal Justice,2011-10-01 00:00:00,4,8.0,Yes,No,0,111.0
844834,Calumet City,IL,US,60409,Bachelor's,Medical Assistant,2005-01-01 00:00:00,2,10.0,No,No,0,30.0
844908,Dekalb,IL,US,60115,,Medical Assistant,2010-08-01 00:00:00,4,3.0,Yes,No,0,30.0
845124,Streamwood,IL,US,60107,Master's,Horticulture,,3,11.0,No,No,0,0.0
845689,Tinley Park,IL,US,60477,Master's,Project Management,1990-01-01 00:00:00,10,35.0,Yes,No,0,27.0
847755,Chicago,IL,US,60643,Bachelor's,Sociology and Psychology,1995-04-01 00:00:00,3,17.0,Yes,No,0,173.0
848363,Frankfort,IL,US,60423,Bachelor's,"Business Administration and Management, General",2013-07-01 00:00:00,4,9.0,,No,0,80.0
850849,Naperville,IL,US,60563,Master's,,2009-05-01 00:00:00,1,1.0,No,No,0,
852032,Chicago,IL,US,60657,Bachelor's,Sociology,,3,23.0,Yes,No,0,0.0
856902,East Saint Louis,IL,US,62207,,Certified Medical Assistant,2011-08-01 00:00:00,3,6.0,No,No,0,130.0
857063,Winfield,IL,US,60190,Bachelor's,,1995-01-01 00:00:00,4,11.0,Yes,Yes,50,
857198,Chicago,IL,US,60632,,,,0,,No,Yes,4,
859371,Shiloh,IL,US,62269,Master's,Human Services,,5,5.0,Yes,No,0,42.0
859616,Carol Stream,IL,US,60188,Associate's,"Business Administration and Management, General",1976-06-01 00:00:00,5,7.0,No,No,0,80.0
860785,Chicago,IL,US,60618,,,,0,,No,Yes,25,
860838,Joliet,IL,US,60431,High School,Not Applicable,,5,32.0,Yes,No,0,0.0
861006,Elmhurst,IL,US,60126,Bachelor's,Business Administration,2012-02-01 00:00:00,3,4.0,Yes,No,0,80.0
861263,Evanston,IL,US,60201,Master's,Marketing,,2,32.0,,No,0,23.0
861982,Bolingbrook,IL,US,60440,High School,Not Applicable,,8,29.0,Yes,No,0,0.0
862885,Naperville,IL,US,60540,Bachelor's,Human Biology,1984-06-01 00:00:00,5,23.0,No,Yes,6,49.0
863128,Carol Stream,IL,US,60188,High School,Not Applicable,2005-01-01 00:00:00,3,6.0,,No,0,0.0
863294,Hampshire,IL,US,60140,High School,GED,2008-06-01 00:00:00,5,11.0,,No,0,0.0
863547,Orland Park,IL,US,60467,Associate's,Computer Science,,7,18.0,Yes,No,0,98.0
863715,Arlington Heights,IL,US,60004,,,,1,1.0,Yes,No,0,
866319,Brookfield,IL,US,60513,High School,General Education,2001-01-01 00:00:00,4,14.0,,No,0,131.0
866908,Ingleside,IL,US,60041,,Medical Terminology,,4,9.0,Yes,No,0,30.0
867398,Grayslake,IL,US,60030,Associate's,Veterinary Technology,,3,5.0,No,No,0,128.0
867452,Aurora,IL,US,60502,Associate's,HVAC,2005-05-01 00:00:00,0,,No,Yes,10,186.0
870058,Chicago,IL,US,60617,,,2011-04-01 00:00:00,5,6.0,No,No,0,
871011,Rolling Meadows,IL,US,60008,,,,3,25.0,Yes,No,0,
873563,Medinah,IL,US,60157,Master's,Accounting and Finacial Management,2013-04-01 00:00:00,3,5.0,Yes,No,0,44.0
874604,Bolingbrook,IL,US,60440,High School,General Studies,1985-05-01 00:00:00,6,12.0,Yes,Yes,15,117.0
878799,Chicago,IL,US,60647,Bachelor's,Nursing,1990-08-01 00:00:00,6,23.0,No,Yes,4,130.0
878923,Midlothian,IL,US,60445,Bachelor's,Technical Management / Business Management,2008-03-01 00:00:00,10,23.0,Yes,No,0,17.0
879050,Chicago,IL,US,60653,Bachelor's,Computer Information Systems,2002-10-01 00:00:00,3,13.0,No,Yes,5,134.0
879516,Blue Island,IL,US,60406,High School,Not Applicable,,2,19.0,No,No,0,0.0
882355,Lake Bluff,IL,US,60044,High School,Not Applicable,2008-05-01 00:00:00,9,7.0,Yes,Yes,5,0.0
883242,Aurora,IL,US,60502,,"English Language and Literature, General",,5,33.0,Yes,Yes,12,35.0
886247,Berkeley,IL,US,60163,Bachelor's,Healthcare Administration,2011-08-01 00:00:00,4,12.0,Yes,No,0,80.0
888745,Glen Ellyn,IL,US,60137,,,2010-01-01 00:00:00,6,21.0,,No,0,
888926,Waukegan,IL,US,60087,,,,6,14.0,No,No,0,
889103,Highland,IL,US,62249,Master's,Curriculum and Technology,2006-06-01 00:00:00,3,13.0,Yes,Yes,7,128.0
890455,Chicago,IL,US,60657,Master's,"Marketing, Finance, Entrepreneurship",,6,17.0,No,No,0,79.0
890478,Oak Lawn,IL,US,60453,Master's,Human Resources Management and Development,,5,14.0,Yes,Yes,10,49.0
891441,Chicago,IL,US,60623,High School,Not Applicable,,7,43.0,Yes,Yes,35,0.0
892150,Chicago,IL,US,60614,Bachelor's,Human Biology,,5,5.0,Yes,Yes,8,49.0
892554,Wheaton,IL,US,60187,Bachelor's,Human Resources Management,2010-01-01 00:00:00,3,8.0,Yes,No,0,49.0
894094,Swansea,IL,US,62226,,,,2,9.0,No,No,0,
894951,Lockport,IL,US,60441,,,,4,10.0,Yes,No,0,
896195,Hanover Park,IL,US,60133,High School,Not Applicable,2006-04-01 00:00:00,6,12.0,Yes,Yes,5,0.0
896767,Harvey,IL,US,60426,,,,5,6.0,No,No,0,
898777,Mundelein,IL,US,60060,,Architecture,1995-01-01 00:00:00,9,21.0,,No,0,0.0
898879,Cary,IL,US,60013,,,,4,5.0,Yes,No,0,
900445,Chicago,IL,US,60647,Associate's,Office Administration,,2,12.0,Yes,Yes,20,80.0
900937,Chicago,IL,US,60623,High School,GED,2009-09-01 00:00:00,6,9.0,Yes,No,0,0.0
900971,New Lenox,IL,US,60451,,,,3,21.0,Yes,No,0,
901680,Hoffman Estates,IL,US,60195,Bachelor's,Accounting,,8,37.0,Yes,No,0,44.0
902736,Chicago,IL,US,60619,,Culinary Arts,2009-03-01 00:00:00,5,4.0,No,No,0,111.0
903970,Glendale Heights,IL,US,60139,,business management,1989-01-01 00:00:00,5,22.0,,No,0,21.0
904881,Rockford,IL,US,61114,High School,Not Applicable,2004-01-01 00:00:00,3,13.0,No,Yes,3,0.0
906345,Edwardsville,IL,US,62025,High School,Not Applicable,2003-01-01 00:00:00,8,9.0,,No,0,0.0
907148,Elgin,IL,US,60123,,,,0,,,No,0,
907957,Chicago,IL,US,60641,Bachelor's,Psychology,2008-05-01 00:00:00,3,8.0,Yes,No,0,173.0
908844,Algonquin,IL,US,60102,PhD,,2001-09-01 00:00:00,6,19.0,No,Yes,50,
909169,Madison,IL,US,62060,Bachelor's,Criminal Justice Studies,2011-05-01 00:00:00,5,8.0,Yes,No,0,111.0
